0, -12868, -12868
0, -12868, -11581
0, -12868, -10294
0, -12868, -9007
0, -12868, -7720
0, -12868, -6434
0, -12868, -5147
0, -12868, -3860
0, -12868, -2573
0, -12868, -1286
0, -12868, 0
0, -12868, 1286
0, -12868, 2573
0, -12868, 3860
0, -12868, 5147
0, -12868, 6434
0, -12868, 7720
0, -12868, 9007
0, -12868, 10294
0, -12868, 11581
0, -12868, 12868
0, -11581, -12868
0, -11581, -11581
0, -11581, -10294
0, -11581, -9007
0, -11581, -7720
0, -11581, -6434
0, -11581, -5147
0, -11581, -3860
0, -11581, -2573
0, -11581, -1286
0, -11581, 0
0, -11581, 1286
0, -11581, 2573
0, -11581, 3860
0, -11581, 5147
0, -11581, 6434
0, -11581, 7720
0, -11581, 9007
0, -11581, 10294
0, -11581, 11581
0, -11581, 12868
0, -10294, -12868
0, -10294, -11581
0, -10294, -10294
0, -10294, -9007
0, -10294, -7720
0, -10294, -6434
0, -10294, -5147
0, -10294, -3860
0, -10294, -2573
0, -10294, -1286
0, -10294, 0
0, -10294, 1286
0, -10294, 2573
0, -10294, 3860
0, -10294, 5147
0, -10294, 6434
0, -10294, 7720
0, -10294, 9007
0, -10294, 10294
0, -10294, 11581
0, -10294, 12868
0, -9007, -12868
0, -9007, -11581
0, -9007, -10294
0, -9007, -9007
0, -9007, -7720
0, -9007, -6434
0, -9007, -5147
0, -9007, -3860
0, -9007, -2573
0, -9007, -1286
0, -9007, 0
0, -9007, 1286
0, -9007, 2573
0, -9007, 3860
0, -9007, 5147
0, -9007, 6434
0, -9007, 7720
0, -9007, 9007
0, -9007, 10294
0, -9007, 11581
0, -9007, 12868
0, -7720, -12868
0, -7720, -11581
0, -7720, -10294
0, -7720, -9007
0, -7720, -7720
0, -7720, -6434
0, -7720, -5147
0, -7720, -3860
0, -7720, -2573
0, -7720, -1286
0, -7720, 0
0, -7720, 1286
0, -7720, 2573
0, -7720, 3860
0, -7720, 5147
0, -7720, 6434
0, -7720, 7720
0, -7720, 9007
0, -7720, 10294
0, -7720, 11581
0, -7720, 12868
0, -6434, -12868
0, -6434, -11581
0, -6434, -10294
0, -6434, -9007
0, -6434, -7720
0, -6434, -6434
0, -6434, -5147
0, -6434, -3860
0, -6434, -2573
0, -6434, -1286
0, -6434, 0
0, -6434, 1286
0, -6434, 2573
0, -6434, 3860
0, -6434, 5147
0, -6434, 6434
0, -6434, 7720
0, -6434, 9007
0, -6434, 10294
0, -6434, 11581
0, -6434, 12868
0, -5147, -12868
0, -5147, -11581
0, -5147, -10294
0, -5147, -9007
0, -5147, -7720
0, -5147, -6434
0, -5147, -5147
0, -5147, -3860
0, -5147, -2573
0, -5147, -1286
0, -5147, 0
0, -5147, 1286
0, -5147, 2573
0, -5147, 3860
0, -5147, 5147
0, -5147, 6434
0, -5147, 7720
0, -5147, 9007
0, -5147, 10294
0, -5147, 11581
0, -5147, 12868
0, -3860, -12868
0, -3860, -11581
0, -3860, -10294
0, -3860, -9007
0, -3860, -7720
0, -3860, -6434
0, -3860, -5147
0, -3860, -3860
0, -3860, -2573
0, -3860, -1286
0, -3860, 0
0, -3860, 1286
0, -3860, 2573
0, -3860, 3860
0, -3860, 5147
0, -3860, 6434
0, -3860, 7720
0, -3860, 9007
0, -3860, 10294
0, -3860, 11581
0, -3860, 12868
0, -2573, -12868
0, -2573, -11581
0, -2573, -10294
0, -2573, -9007
0, -2573, -7720
0, -2573, -6434
0, -2573, -5147
0, -2573, -3860
0, -2573, -2573
0, -2573, -1286
0, -2573, 0
0, -2573, 1286
0, -2573, 2573
0, -2573, 3860
0, -2573, 5147
0, -2573, 6434
0, -2573, 7720
0, -2573, 9007
0, -2573, 10294
0, -2573, 11581
0, -2573, 12868
0, -1286, -12868
0, -1286, -11581
0, -1286, -10294
0, -1286, -9007
0, -1286, -7720
0, -1286, -6434
0, -1286, -5147
0, -1286, -3860
0, -1286, -2573
0, -1286, -1286
0, -1286, 0
0, -1286, 1286
0, -1286, 2573
0, -1286, 3860
0, -1286, 5147
0, -1286, 6434
0, -1286, 7720
0, -1286, 9007
0, -1286, 10294
0, -1286, 11581
0, -1286, 12868
0, 0, -12868
0, 0, -11581
0, 0, -10294
0, 0, -9007
0, 0, -7720
0, 0, -6434
0, 0, -5147
0, 0, -3860
0, 0, -2573
0, 0, -1286
0, 0, 0
0, 0, 1286
0, 0, 2573
0, 0, 3860
0, 0, 5147
0, 0, 6434
0, 0, 7720
0, 0, 9007
0, 0, 10294
0, 0, 11581
0, 0, 12868
0, 1286, -12868
0, 1286, -11581
0, 1286, -10294
0, 1286, -9007
0, 1286, -7720
0, 1286, -6434
0, 1286, -5147
0, 1286, -3860
0, 1286, -2573
0, 1286, -1286
0, 1286, 0
0, 1286, 1286
0, 1286, 2573
0, 1286, 3860
0, 1286, 5147
0, 1286, 6434
0, 1286, 7720
0, 1286, 9007
0, 1286, 10294
0, 1286, 11581
0, 1286, 12868
0, 2573, -12868
0, 2573, -11581
0, 2573, -10294
0, 2573, -9007
0, 2573, -7720
0, 2573, -6434
0, 2573, -5147
0, 2573, -3860
0, 2573, -2573
0, 2573, -1286
0, 2573, 0
0, 2573, 1286
0, 2573, 2573
0, 2573, 3860
0, 2573, 5147
0, 2573, 6434
0, 2573, 7720
0, 2573, 9007
0, 2573, 10294
0, 2573, 11581
0, 2573, 12868
0, 3860, -12868
0, 3860, -11581
0, 3860, -10294
0, 3860, -9007
0, 3860, -7720
0, 3860, -6434
0, 3860, -5147
0, 3860, -3860
0, 3860, -2573
0, 3860, -1286
0, 3860, 0
0, 3860, 1286
0, 3860, 2573
0, 3860, 3860
0, 3860, 5147
0, 3860, 6434
0, 3860, 7720
0, 3860, 9007
0, 3860, 10294
0, 3860, 11581
0, 3860, 12868
0, 5147, -12868
0, 5147, -11581
0, 5147, -10294
0, 5147, -9007
0, 5147, -7720
0, 5147, -6434
0, 5147, -5147
0, 5147, -3860
0, 5147, -2573
0, 5147, -1286
0, 5147, 0
0, 5147, 1286
0, 5147, 2573
0, 5147, 3860
0, 5147, 5147
0, 5147, 6434
0, 5147, 7720
0, 5147, 9007
0, 5147, 10294
0, 5147, 11581
0, 5147, 12868
0, 6434, -12868
0, 6434, -11581
0, 6434, -10294
0, 6434, -9007
0, 6434, -7720
0, 6434, -6434
0, 6434, -5147
0, 6434, -3860
0, 6434, -2573
0, 6434, -1286
0, 6434, 0
0, 6434, 1286
0, 6434, 2573
0, 6434, 3860
0, 6434, 5147
0, 6434, 6434
0, 6434, 7720
0, 6434, 9007
0, 6434, 10294
0, 6434, 11581
0, 6434, 12868
0, 7720, -12868
0, 7720, -11581
0, 7720, -10294
0, 7720, -9007
0, 7720, -7720
0, 7720, -6434
0, 7720, -5147
0, 7720, -3860
0, 7720, -2573
0, 7720, -1286
0, 7720, 0
0, 7720, 1286
0, 7720, 2573
0, 7720, 3860
0, 7720, 5147
0, 7720, 6434
0, 7720, 7720
0, 7720, 9007
0, 7720, 10294
0, 7720, 11581
0, 7720, 12868
0, 9007, -12868
0, 9007, -11581
0, 9007, -10294
0, 9007, -9007
0, 9007, -7720
0, 9007, -6434
0, 9007, -5147
0, 9007, -3860
0, 9007, -2573
0, 9007, -1286
0, 9007, 0
0, 9007, 1286
0, 9007, 2573
0, 9007, 3860
0, 9007, 5147
0, 9007, 6434
0, 9007, 7720
0, 9007, 9007
0, 9007, 10294
0, 9007, 11581
0, 9007, 12868
0, 10294, -12868
0, 10294, -11581
0, 10294, -10294
0, 10294, -9007
0, 10294, -7720
0, 10294, -6434
0, 10294, -5147
0, 10294, -3860
0, 10294, -2573
0, 10294, -1286
0, 10294, 0
0, 10294, 1286
0, 10294, 2573
0, 10294, 3860
0, 10294, 5147
0, 10294, 6434
0, 10294, 7720
0, 10294, 9007
0, 10294, 10294
0, 10294, 11581
0, 10294, 12868
0, 11581, -12868
0, 11581, -11581
0, 11581, -10294
0, 11581, -9007
0, 11581, -7720
0, 11581, -6434
0, 11581, -5147
0, 11581, -3860
0, 11581, -2573
0, 11581, -1286
0, 11581, 0
0, 11581, 1286
0, 11581, 2573
0, 11581, 3860
0, 11581, 5147
0, 11581, 6434
0, 11581, 7720
0, 11581, 9007
0, 11581, 10294
0, 11581, 11581
0, 11581, 12868
0, 12868, -12868
0, 12868, -11581
0, 12868, -10294
0, 12868, -9007
0, 12868, -7720
0, 12868, -6434
0, 12868, -5147
0, 12868, -3860
0, 12868, -2573
0, 12868, -1286
0, 12868, 0
0, 12868, 1286
0, 12868, 2573
0, 12868, 3860
0, 12868, 5147
0, 12868, 6434
0, 12868, 7720
0, 12868, 9007
0, 12868, 10294
0, 12868, 11581
0, 12868, 12868
